#,Custom Panel (X),SOMAmer SeqID,Target Name,Human Target or Analyte,UniProt ID,GeneID,Cardiovascular Disease,Inflammation and Immune Response,Metabolic Disease,Oncology,Combine Immune and Metabolic,Previous association with age,Previous association with Sex,Drug Targets,Bone Related or of interest,NIHM Supplemental Data,Aging and Longevity pQTLs,Rat and Human Cytokine/Chemokine Luminex,Known of Interest,Inflammatory Serum Protein Profiling of Patients,Count for Custom Panel,
3302,,3498-53,IL-17,Interleukin-17A,Q16552,IL17A,X,X,,,,,,,,,,X,X,X,X,
6167,,7762-30,SNN,Stannin,O75324,SNN,,,,,,,,,,,,,,,,
6168,,4930-21,Stanniocalcin-1,Stanniocalcin-1,P52823,STC1,,,,,,,,,,X,,,X,,X,
6169,,6231-46,STC2,Stanniocalcin-2,O76061,STC2,,,,X,,,,,,,,,,,,
6170,,24416-20,SND1,Staphylococcal nuclease domain-containing protein 1,Q7KZF4,SND1,,,,,,,,,,,,,,,,
6171,,17383-4,STAR5,StAR-related lipid transfer protein 5,Q9NSY2,STARD5,,,,,,,,,,,,,,,,
6172,,23529-11,STAR7,"StAR-related lipid transfer protein 7, mitochondrial",Q9NQZ5,STARD7,,,,,,,,,,,,,,,,
6173,,23569-53,STA10,START domain-containing protein 10,Q9Y365,STARD10,,,,,,,,,,,,,,,,
6174,,17172-19,STAT,Statherin,P02808,STATH,,,,,,,,,,,,,,,,
6175,,17367-5,Stathmin,Stathmin,P16949,STMN1,,,,X,,,,,,,,,,,,
6176,,10900-272,STMN2,Stathmin-2,Q93045,STMN2,,,,,,,,,,,,,,,,
6177,,8019-73,STMN3,Stathmin-3,Q9NZ72,STMN3,,,,,,,,,,,,,,,,
6178,,6267-51,STMN4,Stathmin-4,Q9H169,STMN4,,,,,,,,,,,,,,,,
6179,,4500-50,SCGF-alpha,Stem cell growth factor-alpha,Q9Y240,CLEC11A,X,X,X,,X,,,,,X,,,X,,X,
6180,,2966-65,SCGF-beta,Stem cell growth factor-beta,Q9Y240,CLEC11A,,,,,,,,,,X,,,X,,X,
6181,,22771-6,SAM12,Sterile alpha motif domain-containing protein 12,Q8N8I0,SAMD12,,,,,,,,,,,,,,,,
6182,,23606-18,SAM4B,Sterile alpha motif domain-containing protein 4B,Q5PRF9,SAMD4B,,,,,,,,,,,,,,,,
6183,,9873-17,ERRalpha,Steroid hormone receptor ERR1,P11474,ESRRA,,,X,X,,,,,,,,,,,,
6184,,18220-141,SRA1,Steroid receptor RNA activator 1,Q9HD15,SRA1,,,,,,,,,,,,,,,,
6185,,10085-25,STAR,"Steroidogenic acute regulatory protein, mitochondrial",P49675,STAR,,,X,,,,,,,,,,,,,
6186,,8038-41,NSDHL,"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating",Q15738,NSDHL,,,X,,,,,,,,,,,,,
6187,,17344-23,STML1,Stomatin-like protein 1,Q9UBI4,STOML1,,,,,,,,,,,,,,,,
6188,,6555-58,Stomatin-like protein 2,"Stomatin-like protein 2, mitochondrial",Q9UJZ1,STOML2,,,,,,,,,,,,,,,,
6189,,13492-44,HSPA9B,"Stress-70 protein, mitochondrial",P38646,HSPA9,X,X,,X,,,,,,,,,,,,
6190,,5489-18,Stress-induced-phosphoprotein 1,Stress-induced-phosphoprotein 1,P31948,STIP1,,,,,,,,,,X,,,X,,X,
6191,,2330-2,SDF-1,Stromal cell-derived factor 1,P48061,CXCL12,X,X,,X,,,,,,X,,,X,,X,
6192,,3516-60,SDF-1,Stromal cell-derived factor 1,P48061,CXCL12,,,,,,,,,,X,,,X,,X,
6193,,9278-9,SDF-1,Stromal cell-derived factor 1,P48061,CXCL12,,,,,,,,,,X,,,X,,X,
6194,,15333-11,SDF2,Stromal cell-derived factor 2,Q99470,SDF2,,,,,,,,,,,,,,,,
6195,,6990-44,SDF2L,Stromal cell-derived factor 2-like protein 1,Q9HCN8,SDF2L1,,,,,,,,,,,X,,X,,X,
6196,,8916-32,STIM1:CD,Stromal interaction molecule 1:Cytoplasmic domain,Q13586,STIM1,X,X,X,,X,,,,,,,,,,X,
6197,,9271-101,STIM1:ECD,Stromal interaction molecule 1:Extracellular domain,Q13586,STIM1,X,X,,,,,,,,,,,,,,
6198,,11649-3,SMAP1,Stromal membrane-associated protein 1,Q8IYB5,SMAP1,,,,,,,,,,,,,,,,
6199,,2788-55,MMP-3,Stromelysin-1,P08254,MMP3,X,,X,X,,,X,,,X,,,X,,X,
6200,,10479-18,MMP-10,Stromelysin-2,P09238,MMP10,,,,,,,,,,,,,,,,
536,,2939-10,Artemin,Artemin,Q5T4W7,ARTN,,X,,X,,,,,,X,,,X,X,X,
6202,,14324-52,CSPG6,Structural maintenance of chromosomes protein 3,Q9UQE7,SMC3,,,,,,,,,,,,,,,,
6203,,7838-27,SMR3A,Submaxillary gland androgen-regulated protein 3A,Q99954,SMR3A,,,,,,,,,,,,,,,,
6204,,22773-69,SDHB,"Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial",P21912,SDHB,,,X,X,,,,,,,,,,,,
6205,,20996-107,SDHF1,"Succinate dehydrogenase assembly factor 1, mitochondrial",A6NFY7,SDHAF1,X,,X,,,,,,,,,,,,,
6206,,6420-4,SDHF2,"Succinate dehydrogenase assembly factor 2, mitochondrial",Q9NX18,SDHAF2,,,X,X,,,,,,,,,,,,
6207,,17792-158,SSDH,"Succinate-semialdehyde dehydrogenase, mitochondrial",P51649,ALDH5A1,,,X,,,,,,,,,,,,,
6208,,25043-74,SCOT,"Succinyl-CoA:3-ketoacid-coenzyme A transferase 1, mitochondrial",P55809,OXCT1,,,X,,,,,,,,,,,,,
6209,,6941-11,SUMF1,Sulfatase-modifying factor 1,Q8NBK3,SUMF1,,,X,,,,,,,,,,,,,
6210,,6069-71,SUMF2,Sulfatase-modifying factor 2,Q8NBJ7,SUMF2,,,,,,,,,,,,,,,,
6211,,6217-23,QSCN6,Sulfhydryl oxidase 1,O00391,QSOX1,,,,,,,,,,,,,,,,
6212,,8397-147,QSOX2,Sulfhydryl oxidase 2,Q6ZRP7,QSOX2,,,,,,,,,,,,,,,,
6213,,14268-4,SRXN1,Sulfiredoxin-1,Q9BYN0,SRXN1,,,,,,,,,,,,,,,,
6214,,18324-61,SUOX,"Sulfite oxidase, mitochondrial",P51687,SUOX,,,X,,,,,,,,,,,,,
6215,,13944-3,SULT 1A3,Sulfotransferase 1A3,P0DMM9,SULT1A3,,,,,,,,,,,,,,,,
6216,,17811-78,ST1C2,Sulfotransferase 1C2,O00338,SULT1C2,,,,,,,,,,,,,,,,
6217,,20089-172,ST1C4,Sulfotransferase 1C4,O75897,SULT1C4,,,,,,,,,,,,,,,,
6218,,8357-43,ST4A1,Sulfotransferase 4A1,Q9BR01,SULT4A1,,,,,,,,,,,,,,,,
6219,,22788-10,ST6B1,Sulfotransferase 6B1,Q6IMI4,SULT6B1,,,,,,,,,,,,,,,,
6220,,12671-35,ST1B1,Sulfotransferase family cytosolic 1B member 1,O43704,SULT1B1,,,,,,,,,,,,,,,,
6221,,17209-27,ST2B1,Sulfotransferase family cytosolic 2B member 1,O00204,SULT2B1,,,,X,,,,,,,,,,,,
4157,,23031-6,SIRT2,NAD-dependent protein deacetylase sirtuin-2,Q8IXJ6,SIRT2,,X,,,,,,,,X,,,X,X,X,
6223,,12500-88,SAE2,SUMO-activating enzyme subunit 2,Q9UBT2,UBA2,,,,,,,,,,,,,,,,
6224,,2877-3,UBC9,SUMO-conjugating enzyme UBC9,P63279,UBE2I,,,,X,,,,,,X,,,X,,X,
6225,,8852-10,SUN3,SUN domain-containing protein 3,Q8TAQ9,SUN3,,,,,,,,,,,,,,,,
6226,,11260-47,SPA4L,SUN domain-containing protein 5,Q8TC36,SUN5,,,,,,,,,,,,,,,,
6227,,2794-60,SOD,Superoxide dismutase [Cu-Zn],P00441,SOD1,X,X,X,X,X,,,,,X,,,X,,X,
6228,,5008-51,Mn SOD,"Superoxide dismutase [Mn], mitochondrial",P04179,SOD2,X,X,X,X,X,,,,,X,,,X,,X,
6229,,11440-58,SOCS-3,Suppressor of cytokine signaling 3,O14543,SOCS3,X,,,,,,,,,,,,,,,
6230,,11657-86,SOCS7,Suppressor of cytokine signaling 7,O14512,SOCS7,,,,,,,,,,,,,,,,
6231,,17468-1,SUFU,Suppressor of fused homolog,Q9UMX1,SUFU,,,,X,,,,,,,,,,,,
6232,,5724-58,SBSN,Suprabasin,Q6UWP8,SBSN,,,,,,,,,,,,,,,,
6233,,10580-14,SFTA2,Surfactant-associated protein 2,Q6UW10,SFTA2,,,,,,,,,,,,,,,,
6234,,8009-121,SURF1,Surfeit locus protein 1,Q15526,SURF1,,,X,,,,,,,,,,,,,
6235,,23290-3,SMN,Survival motor neuron protein,Q16637,SMN1,,,,,,,,,,,,,,,,
6236,,17805-35,SPF30,Survival of motor neuron-related-splicing factor 30,O75940,SMNDC1,,,,,,,,,,,,,,,,
6237,,9582-93,SUSD1,Sushi domain-containing protein 1,Q6UWL2,SUSD1,,,,,,,,,,,,,,,,
6238,,5752-63,SUSD3,Sushi domain-containing protein 3,Q96L08,SUSD3,,,,,,,,,,,,,,,,
6239,,11178-21,SVEP1:EGF-like domains 4-6,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:EGF-like domains 4-6",Q4LDE5,SVEP1,,,,,,,,,,,X,,X,,X,
6240,,11109-56,SVEP1:Sushi 15-18,"Sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1:Sushi 15-18",Q4LDE5,SVEP1,,,,,,,,,,,X,,X,,X,
6241,,11180-17,SMRC1,SWI/SNF complex subunit SMARCC1,Q92922,SMARCC1,,,,X,,,,,,,,,,,,
6242,,11551-16,HM20B,SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1-related,Q9P0W2,HMG20B,,,,,,,,,,,,,,,,
6243,,13552-7,SWP70,Switch-associated protein 70,Q9UH65,SWAP70,,,,,,,,,,,,,,,,
6244,,23409-83,SYAP1,Synapse-associated protein 1,Q96A49,SYAP1,,,,,,,,,,,,,,,,
6245,,7199-3,SYN3,Synapsin-3,O14994,SYN3,,,,,,,,,,,,,,,,
6246,,12880-1,SV2A,Synaptic vesicle glycoprotein 2A,Q7L0J3,SV2A,,,,,,,,,,,,,,,,
6247,,18175-65,VAT1,Synaptic vesicle membrane protein VAT-1 homolog,Q99536,VAT1,,,,,,,,,,,,,,,,
6248,,24236-46,VAT1L,Synaptic vesicle membrane protein VAT-1 homolog-like,Q9HCJ6,VAT1L,,,,,,,,,,,,,,,,
6249,,13375-48,SNG3,Synaptogyrin-3,O43761,SYNGR3,,,,,,,,,,,,,,,,
6250,,17348-5,SYJ2B,Synaptojanin-2-binding protein,P57105,SYNJ2BP,,,,,,,,,,,,,,,,
6251,,24412-1,SYC1L,Synaptonemal complex central element protein 1-like,A8MT33,SYCE1L,,,,,,,,,,,,,,,,
6252,,20241-9,SNP23,Synaptosomal-associated protein 23,O00161,SNAP23,X,,,,,,,,,,,,,,,
6253,,13105-7,SNP25,Synaptosomal-associated protein 25,P60880,SNAP25,,,X,,,,,,,,,,,,,
6254,,12357-41,SNP29,Synaptosomal-associated protein 29,O95721,SNAP29,,,,,,,,,,,,,,,,
6255,,21328-2,SYT1,Synaptotagmin-1,P21579,SYT1,,,,,,,,,,,,,,,,
6256,,7089-42,SYT11,Synaptotagmin-11,Q9BT88,SYT11,,,,,,,,,,,X,,X,,X,
6257,,25424-234,SYT12,Synaptotagmin-12,Q8IV01,SYT12,,,,,,,,,,,,,,,,
6258,,21132-9,SYT13,Synaptotagmin-13,Q7L8C5,SYT13,,,,,,,,,,,,,,,,
6259,,9110-2,SYT17,Synaptotagmin-17,Q9BSW7,SYT17,,,,,,,,,,,,,,,,
6260,,9577-26,SYT2,Synaptotagmin-2,Q8N9I0,SYT2,,,,,,,,,,,,,,,,
6261,,17355-56,SYT4,Synaptotagmin-4,Q9H2B2,SYT4,,,,,,,,,,,,,,,,
6262,,9099-19,SYT5,Synaptotagmin-5,O00445,SYT5,,,,,,,,,,,,,,,,
6263,,21539-139,SYT6,Synaptotagmin-6,Q5T7P8,SYT6,,,,,,,,,,,,,,,,
6264,,7121-2,SYT7,Synaptotagmin-7,O43581,SYT7,,,,,,,,,,,,,,,,
6265,,7932-23,SYT8,Synaptotagmin-8,Q8NBV8,SYT8,,,,,,,,,,,,,,,,
6266,,8066-38,SYT9,Synaptotagmin-9,Q86SS6,SYT9,,,,,,,,,,,,,,,,
6267,,12892-10,SYTL1,Synaptotagmin-like protein 1,Q8IYJ3,SYTL1,,,,,,,,,,,,,,,,
6268,,24309-14,synaptotagmin-like 2,Synaptotagmin-like protein 2,Q9HCH5,SYTL2,,,,,,,,,,,,,,,,
6269,,9090-9,SYTL4:C2 1,Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 1,Q96C24,SYTL4,,,,,,,,,,,,,,,,
6270,,11563-51,SYTL4:C2 2,Synaptotagmin-like protein 4:Ca2+-dependent membrane-targeting module 2,Q96C24,SYTL4,,,,,,,,,,,,,,,,
6271,,16612-28,SDC3,Syndecan-3,O75056,SDC3,,,X,,,,,,,,,,,,,
6272,,25245-22,RIC8A,Synembryn-A,Q9NPQ8,RIC8A,,,,X,,,,,,,,,,,,
6273,,24465-28,SSX4,"synovial sarcoma, X breakpoint 4",O60224,SSX4,,,,,,,,,,,,,,,,
6274,,25095-1,SNCAP,Synphilin-1,Q9Y6H5,SNCAIP,,,,,,,,,,,,,,,,
6275,,17343-6,SNPH,Syntaphilin,O15079,SNPH,,,,,,,,,,,,,,,,
6276,,12842-43,STX10,Syntaxin-10,O60499,STX10,,,,,,,,,,,,,,,,
6277,,10418-36,STX12,Syntaxin-12,Q86Y82,STX12,,,,,,,,,,,,,,,,
6278,,21649-12,STX17,Syntaxin-17,P56962,STX17,,,,,,,,,,,,,,,,
6279,,9037-1,STX18,Syntaxin-18,Q9P2W9,STX18,,,,,,,,,,,,,,,,
6280,,19553-14,STX1a,Syntaxin-1A,Q16623,STX1A,,,,,,,,,,X,,,X,,X,
6281,,3766-51,STX1a,Syntaxin-1A,Q16623,STX1A,,,,,,,,,,X,,,X,,X,
6282,,6966-144,STX1B,Syntaxin-1B,P61266,STX1B,,,,,,,,,,,,,,,,
6283,,7738-299,STX2,Syntaxin-2,P32856,STX2,,,,,,,,,,,,,,,,
6284,,7186-111,STX3,Syntaxin-3,Q13277,STX3,,,X,,,,,,,,,,,,,
6285,,10668-5,STX4,Syntaxin-4,Q12846,STX4,,,,,,,,,,,,,,,,
6286,,10945-11,Syntaxin-6,Syntaxin-6,O43752,STX6,,,X,,,,,,,,,,,,,
6287,,8274-64,Syntaxin-7,Syntaxin-7,O15400,STX7,,,,,,,,,,,,,,,,
6288,,10903-50,STX8,Syntaxin-8,Q9UNK0,STX8,,,,,,,,,,,,,,,,
6289,,24904-121,STXB4,Syntaxin-binding protein 4,Q6ZWJ1,STXBP4,,,,X,,,,,,,,,,,,
6290,,18308-30,STXB6,Syntaxin-binding protein 6,Q8NFX7,STXBP6,,,,,,,,,,,,,,,,
6291,,17806-6,Syntenin 1,Syntenin-1,O00560,SDCBP,,,,,,,,,,,,,,,,
6292,,19261-12,SDCB2,Syntenin-2,Q9H190,SDCBP2,,,,,,,,,,,,,,,,
6293,,23028-49,SDCB2,Syntenin-2,Q9H190,SDCBP2,,,,,,,,,,,,,,,,
6294,,6468-37,TKN4,Tachykinin-4,Q86UU9,TAC4,,,,,,,,,,,,,,,,
6295,,14082-56,TLN2,Talin-2,Q9Y4G6,TLN2,,,,,,,,,,,,,,,,
6296,,9907-216,Tankyrase-1,Tankyrase-1,O95271,TNKS,,,,,,,,,,,,,,,,
6297,,12378-71,TPSN,Tapasin,O15533,TAPBP,,X,X,,X,,,,,,,,,,X,
6298,,6364-7,TPSNR,Tapasin-related protein,Q9BX59,TAPBPL,,,,,,,,,,,,,,,,
6299,,12046-51,TADBP,TAR DNA-binding protein 43,Q13148,TARDBP,,,X,,,,,,,,,,,,,
6300,,25492-7,TOM1,Target of Myb protein 1,O60784,TOM1,,,,,,,,,,,,,,,,
6301,,3232-28,TrATPase,Tartrate-resistant acid phosphatase type 5,P13686,ACP5,X,X,X,,X,,,,,X,,,X,,X,
6302,,18434-141,TBPL1,TATA box-binding protein-like protein 1,P62380,TBPL1,,,,,,,,,,,,,,,,
6303,,16865-62,RBP56,TATA-binding protein-associated factor 2N,Q92804,TAF15,,,X,X,,,,,,,,,,,,
6304,,23016-24,RBP56,TATA-binding protein-associated factor 2N,Q92804,TAF15,,,,,,,,,,,,,,,,
6305,,2875-15,TBP,TATA-box-binding protein,P20226,TBP,,,,,,,,,,X,,,X,,X,
6306,,12721-4,TAXB1,Tax1-binding protein 1,Q86VP1,TAX1BP1,,,,,,,,,,,,,,,,
6307,,12498-12,TX1B3,Tax1-binding protein 3,O14907,TAX1BP3,,,,,,,,,,,,,,,,
6308,,21163-21,TBC13,TBC1 domain family member 13,Q9NVG8,TBC1D13,,,,,,,,,,,,,,,,
6309,,23687-27,TBC20,TBC1 domain family member 20,Q96BZ9,TBC1D20,,,,,,,,,,,,,,,,
6310,,21381-73,TB22B,TBC1 domain family member 22B,Q9NU19,TBC1D22B,,,,,,,,,,,,,,,,
6311,,25114-256,TBC24,TBC1 domain family member 24,Q9ULP9,TBC1D24,,,,,,,,,,,,,,,,
6312,,24424-25,TBC25,TBC1 domain family member 25,Q3MII6,TBC1D25,,,,,,,,,,,,,,,,
6313,,22799-17,TBC28,TBC1 domain family member 28,Q2M2D7,TBC1D28,,,,,,,,,,,,,,,,
6314,,9960-2,TBCD5,TBC1 domain family member 5,Q92609,TBC1D5,,,,,,,,,,,,,,,,
6315,,11146-4,TBX22,T-box transcription factor TBX22,Q9Y458,TBX22,,,,,,,,,,,,,,,,
6316,,13978-122,Tbx3,T-box transcription factor TBX3,O15119,TBX3,X,,,X,,,,,,,,,,,,
6317,,11202-70,TBX5,T-box transcription factor TBX5,Q99593,TBX5,X,,,,,,,,,,,,,,,
6318,,12008-3,CD7,T-cell antigen CD7,P09564,CD7,,,X,,,,,,,,,,,,,
6319,,15449-33,TIM-4,T-cell immunoglobulin and mucin domain-containing protein 4,Q96H15,TIMD4,X,,X,,,,,,,,,,,,,
6320,,16299-13,TIGIT,T-cell immunoreceptor with Ig and ITIM domains,Q495A1,TIGIT,,,,,,,,,,,,,,,,
6321,,9638-2,TIGIT,T-cell immunoreceptor with Ig and ITIM domains,Q495A1,TIGIT,,,,,,,,,,,,,,,,
6322,,17210-2,TCL1A,T-cell leukemia/lymphoma protein 1A,P56279,TCL1A,,X,,X,,,,,,,,,,,,
6323,,18276-34,TCL1B,T-cell leukemia/lymphoma protein 1B,O95988,TCL1B,,,,X,,,,,,,,,,,,
6324,,7224-11,TRAT1,T-cell receptor-associated transmembrane adapter 1,Q6PIZ9,TRAT1,,,,,,,,,,,,,,,,
6325,,7100-31,CD2,T-cell surface antigen CD2,P06729,CD2,X,X,,,,,,,,,X,,X,,X,
6326,,10814-7,CD1A,T-cell surface glycoprotein CD1a,P06126,CD1A,,,,,,,,,,,,,,,,
6327,,20541-73,CD1B,T-cell surface glycoprotein CD1b,P29016,CD1B,,,,,,,,,,,,,,,,
6328,,18870-1,CD3E,T-cell surface glycoprotein CD3 epsilon chain,P07766,CD3E,,X,X,,X,,,,,,,,,,X,
6329,,8069-85,CD3E,T-cell surface glycoprotein CD3 epsilon chain,P07766,CD3E,,,,,,,,,,,,,,,,
6330,,7924-7,CD3G,T-cell surface glycoprotein CD3 gamma chain,P09693,CD3G,,X,X,,X,,,,,,,,,,X,
6331,,15567-2,CD3-zeta,T-cell surface glycoprotein CD3 zeta chain,P20963,CD247,,X,X,,X,,,,,,,,,,X,
6332,,7241-12,CD3-zeta,T-cell surface glycoprotein CD3 zeta chain,P20963,CD247,,,,,,,,,,,,,,,,
6333,,3143-3,sCD4,T-cell surface glycoprotein CD4,P01730,CD4,X,X,,,,,,,,,,,,,,
4158,,5030-52,SIRT2,NAD-dependent protein deacetylase sirtuin-2,Q8IXJ6,SIRT2,,,,,,,,,,,,,,,,
3327,,3620-67,IL22RA1,Interleukin-22 receptor subunit alpha-1,Q8N6P7,IL22RA1,,,,,,,,,,,,,,X,X,
6336,,15462-28,CD8A,T-cell surface glycoprotein CD8 alpha chain,P01732,CD8A,,,,,,,,,,,,,,,,
6337,,5992-50,CD8A,T-cell surface glycoprotein CD8 alpha chain,P01732,CD8A,,X,,,,,,,,,,,,,,
6338,,9310-2,CD8B,T-cell surface glycoprotein CD8 beta chain,P10966,CD8B,,X,,,,,,,,,,,,,,
6339,,9735-44,TACT,T-cell surface protein tactile,P40200,CD96,,,,,,,,,,,,,,,,
6340,,19265-9,TCPA,T-complex protein 1 subunit alpha,P17987,TCP1,,,,,,,,,,,,,,,,
6341,,12569-25,TCP-1-epsilon,T-complex protein 1 subunit epsilon,P48643,CCT5,,X,,X,,,,,,,,,,,,
6342,,13673-21,TCPH,T-complex protein 1 subunit eta,Q99832,CCT7,,X,,,,,,,,,,,,,,
6343,,12699-28,TCP-1-theta,T-complex protein 1 subunit theta,P50990,CCT8,,,,,,,,,,,,,,,,
6344,,23544-10,TCP10,T-complex protein 10A homolog,Q12799,TCP10L3,,,,,,,,,,,,,,,,
6345,,23386-38,TCP2L,T-complex protein 10A homolog 2,B9ZVM9,None,,,,,,,,,,,,,,,,
6346,,8334-65,TCP11,T-complex protein 11 homolog,Q8WWU5,TCP11,,,,,,,,,,,,,,,,
6347,,23605-3,T11L1,T-complex protein 11-like protein 1,Q9NUJ3,TCP11L1,,,,,,,,,,,,,,,,
6348,,11433-11,TECT2,Tectonic-2,Q96GX1,TCTN2,,,,,,,,,,,,,,,,
6349,,22800-24,TELT,Telethonin,O15273,TCAP,X,,,,,,,,,,,,,,,
6350,,22801-83,TERB2,Telomere repeats-binding bouquet formation protein 2,Q8NHR7,TERB2,,,,,,,,,X,,,,X,,X,
6351,,10049-112,TERF1,Telomeric repeat-binding factor 1,P54274,TERF1,,,,,,,,,X,,,,X,,X,
6352,,2728-62,Tenascin,Tenascin,P24821,TNC,,,,,,,,,,,,,,,,
6353,,4155-3,Tenascin,Tenascin,P24821,TNC,,,,,,,,,,,,,,,,
6354,,5675-6,Tenascin,Tenascin,P24821,TNC,X,X,X,,X,,,,,,,,,,X,
6355,,5738-25,Tenascin,Tenascin,P24821,TNC,,,,,,,,,,,,,,,,
6356,,6042-52,Tenascin,Tenascin,P24821,TNC,,,,,,,,,,,,,,,,
6357,,6259-60,Tenascin,Tenascin,P24821,TNC,,,,,,,,,,,,,,,,
6358,,6260-14,Tenascin,Tenascin,P24821,TNC,,,,,,,,,,,,,,,,
6359,,7131-207,Tenascin,Tenascin,P24821,TNC,,,,,,,,,,,,,,,,
6360,,11302-237,TENR,Tenascin-R,Q92752,TNR,,,,,,,,,,,,,,,,
6361,,5698-60,Tenascin-X,Tenascin-X,P22105,TNXB,X,,X,,,,,,,,,,,,,
6362,,11164-7,TEN2,Teneurin-2,Q9NT68,TENM2,,,,,,,,,,,,,,,,
6363,,11107-25,TEN3,Teneurin-3,Q9P273,TENM3,,X,,,,,,,,,,,,,,
6364,,11365-17,TEN4,Teneurin-4,Q6N022,TENM4,,,,,,,,,,,,,,,,
6365,,6578-29,TNMD,Tenomodulin,Q9H2S6,TNMD,,,,,,,,,,,,,,,,
6366,,11667-29,TENC1,Tensin-2,Q63HR2,TNS2,,,,,,,,,,,,,,,,
6367,,9927-96,TENS4,Tensin-4,Q8IZW8,TNS4,,,,,,,,,,,,,,,,
6368,,5810-25,Cripto,Teratocarcinoma-derived growth factor 1,P13385,TDGF1,X,,,,,,,,,X,,,X,,X,
6369,,10638-1,TINF2,TERF1-interacting nuclear factor 2,Q9BSI4,TINF2,,,X,,,,,,,,,,,,,
6370,,11487-4,Testican-1,Testican-1,Q08629,SPOCK1,,,,,,,,,,X,,,X,,X,
6371,,5490-53,Testican-1,Testican-1,Q08629,SPOCK1,,,,,,,,,,X,,,X,,X,
6372,,5491-12,Testican-2,Testican-2,Q92563,SPOCK2,,,,,,,,,,X,,,X,,X,
6373,,9906-21,TICN3,Testican-3,Q9BQ16,SPOCK3,,,,,,,,,,,,,,,,
6374,,24892-8,SHP1L,Testicular spindle-associated protein SHCBP1L,Q9BZQ2,SHCBP1L,,,,,,,,,,,,,,,,
6375,,17419-17,TES,Testin,Q9UGI8,TES,,,,,,,,,,,,,,,,
6376,,22802-13,TEX30,Testis-expressed protein 30,Q5JUR7,TEX30,,,,,,,,,,,,,,,,
6377,,10557-6,TEX29,Testis-expressed sequence 29 protein,Q8N6K0,TEX29,,,,,,,,,,,,,,,,
6378,,7097-8,CDY1,Testis-specific chromodomain protein Y 1,Q9Y6F8,CDY1,,,,,,,,,,,,,,,,
6379,,11179-7,TSSK1,Testis-specific serine/threonine-protein kinase 1,Q9BXA7,TSSK1B,,,,,,,,,,,,,,,,
6380,,7873-32,TSSK2,Testis-specific serine/threonine-protein kinase 2,Q96PF2,TSSK2,,,,,,,,,,,,,,,,
6381,,25085-37,ASPC1,Tether containing UBX domain for GLUT4,Q9BZE9,ASPSCR1,,,,,,,,,,,,,,,,
6382,,5701-81,Tetranectin,Tetranectin,P05452,CLEC3B,,,,,,,,,,,,,,,,
6383,,9864-38,TTC1,Tetratricopeptide repeat protein 1,Q99614,TTC1,,,,,,,,,,,,,,,,
6384,,9550-153,TTC17:TPR2,Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 2,Q96AE7,TTC17,,,,,,,,,,,,,,,,
6385,,8800-14,TTC17:TPR3,Tetratricopeptide repeat protein 17:Tetratricopeptide repeat 3,Q96AE7,TTC17,,,,,,,,,,,,,,,,
6386,,24276-171,TTC25,Tetratricopeptide repeat protein 25,Q96NG3,TTC25,X,,,,,,,,,,,,,,,
6387,,24444-10,TTC27,Tetratricopeptide repeat protein 27,Q6P3X3,TTC27,,,,,,,,,,,,,,,,
6388,,20440-36,TTC32,Tetratricopeptide repeat protein 32,Q5I0X7,TTC32,,,,,,,,,,,,,,,,
6389,,20411-52,TTC33,Tetratricopeptide repeat protein 33,Q6PID6,TTC33,,,,,,,,,,,,,,,,
6390,,24662-78,TTC36,Tetratricopeptide repeat protein 36,A6NLP5,TTC36,,,,,,,,,,,,,,,,
6391,,24474-12,TTC9A,Tetratricopeptide repeat protein 9A,Q92623,TTC9,,,,,,,,,,,,,,,,
6392,,9386-42,TTC9B,Tetratricopeptide repeat protein 9B,Q8N6N2,TTC9B,,,,,,,,,,,,,,,,
6393,,22569-55,TGFR-1,TGF-beta receptor type-1,P36897,TGFBR1,X,,,X,,,,,,,,,,,,
6394,,5133-17,TGF-b R II,TGF-beta receptor type-2,P37173,TGFBR2,X,,X,X,,,,,,,,,,,,
6395,,22805-18,THA11,THAP domain-containing protein 11,Q96EK4,THAP11,,,,,,,,,,,,,,,,
6396,,22806-1,THAP2,THAP domain-containing protein 2,Q9H0W7,THAP2,,,,,,,,,,,,,,,,
6397,,24490-16,THAP4,THAP domain-containing protein 4,Q8WY91,THAP4,,,,,,,,,,,,,,,,
6398,,12018-84,TPK1,Thiamin pyrophosphokinase 1,Q9H3S4,TPK1,,,,,,,,,,,,,,,,
6399,,13595-20,THTPA,Thiamine-triphosphatase,Q9BU02,THTPA,,,,,,,,,,,,,,,,
6400,,21429-50,THOP1,Thimet oligopeptidase,P52888,THOP1,,,,,,,,,,,,,,,,
6401,,11218-84,TPMT,Thiopurine S-methyltransferase,P51580,TPMT,,X,X,X,X,,,,,,,,,,X,
6402,,8813-160,Thioredoxin,Thioredoxin,P10599,TXN,,,,X,,,,,,,,,,,,
